РЦ Транзитный,РЦ Географический,Код ТП,Наименование ТП,Тип склада,Формат для диаграмм,Целевая ЦП,Действующая ЦП,СТМ,Признак объемности,Локальность,"отгрузки по РЦ-ТП сред знач за 3 мес, пал","отгрузки по ТРЦ-ТП сред знач за 3 мес, пал"
РЦ Самара (а),РЦ ПД Тольятти,872559,SKU_020308,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,15.11,16.8
РЦ Самара (а),РЦ ПД Киров,590251,SKU_001891,Заморозка,МД,ПД,ПД,Да,-,-,3.83,4.75
РЦ Самара (а),РЦ ПД Киров,104732,SKU_041760,Охлажденка,МД,ПД,ПД,Нет,-,-,5.29,6.17
РЦ Самара (а),РЦ ПД Энгельс,651650,SKU_037315,Охлажденка,ФД,ПД,ПД,Нет,-,-,0.68,0.76
РЦ Самара (а),РЦ ПД Энгельс,601042,SKU_012618,Основной склад,ФД,ПД,ПД,Нет,-,-,9.56,12.62
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,689327,SKU_035531,Пресервы,МИКС,ПД,ПД,Да,-,-,2.13,2.37
РЦ Самара (а),РЦ ПД Пенза,997637,SKU_046426,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,6.01,7.44
РЦ Самара (а),РЦ ПД Зеленодольск,525465,SKU_006528,Основной склад,МД,ПД,ПД,Нет,-,Локал.,16.47,17.24
РЦ Самара (а),РЦ ПД Пенза,339778,SKU_035917,Основной склад,МД,ПД,ПД,Нет,+,-,11.0,13.34
РЦ Самара (а),РЦ ПД Пенза,826013,SKU_007733,Охлажденка,МК,ПД,МП,Нет,-,-,0.68,0.75
РЦ Самара (а),РЦ ПД Тольятти,894184,SKU_008386,Основной склад,МД,ПД,ТРЦ,Да,-,-,1.34,1.63
РЦ Ивантеевка (а),РЦ ПД Тверь,467271,SKU_014390,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,Локал.,1.05,1.26
РЦ Самара (а),РЦ ПД Энгельс,563392,SKU_036124,Основной склад,МК,ПД,ПД,Да,-,-,3.04,4.15
РЦ Самара (а),РЦ ПД Зеленодольск,342773,SKU_048421,Пресервы,МД,ПД,ПД,Нет,-,-,6.15,7.86
РЦ Самара (а),РЦ ПД Тольятти,317395,SKU_049266,Охлажденка,БФ,ПД,ПД,Нет,-,-,0.91,1.03
РЦ Самара (а),РЦ ПД Тольятти,461960,SKU_043240,Основной склад,МД,ТРЦ,ПД,Нет,-,-,0.6,0.7
РЦ Самара (а),РЦ ПД Тольятти,966816,SKU_045677,Охлажденка,ТД,ФРЦ,ФРЦ,Нет,-,-,0.49,0.55
РЦ Самара (а),РЦ ПД Энгельс,102003,SKU_035204,Основной склад,МК,ПД,ПД,Нет,-,-,7.83,8.91
РЦ Самара (а),РЦ ПД Энгельс,824838,SKU_048383,Заморозка,МД,ФРЦ,ТРЦ,Нет,-,-,0.96,1.26
РЦ Самара (а),РЦ ПД Тольятти,936927,SKU_010371,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.65,0.88
РЦ Самара (а),РЦ ПД Тольятти,974468,SKU_014039,Заморозка,МК,ФРЦ,ФРЦ,Нет,-,-,1.64,2.05
РЦ Самара (а),РЦ ПД Энгельс,472031,SKU_045492,Основной склад,МД,ПД,ПД,Нет,-,-,1.52,2.08
РЦ Самара (а),РЦ ПД Тольятти,635653,SKU_007708,Охлажденка,МИКС,ПД,ПД,Нет,-,-,0.18,0.24
РЦ Самара (а),РЦ ПД Пенза,124290,SKU_033147,Основной склад,ТД,ТРЦ PBL,ТРЦ PBL,Да,-,-,2.54,3.54
РЦ Самара (а),РЦ ПД Зеленодольск,639175,SKU_033773,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,2.42,2.84
РЦ Самара (а),РЦ ПД Тольятти,879178,SKU_029434,Основной склад,МД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,1.16,1.39
РЦ Самара (а),РЦ ПД Киров,313208,SKU_049956,Основной склад,БФ,ПД,ПД,Нет,-,-,9.15,9.91
РЦ Самара (а),РЦ ПД Киров,305097,SKU_001124,Охлажденка,МД,МП,МП,Нет,-,-,2.34,3.0
РЦ Подольск (а),РЦ ПД Подольск,605723,SKU_015532,Охлажденка,МК,ПД,ФРЦ,Нет,-,-,1.47,1.48
РЦ Самара (а),РЦ ПД Тольятти,457576,SKU_024873,Заморозка,ФД,ПД,ПД,Нет,-,-,0.07,0.07
РЦ Самара (а),РЦ ПД Киров,727811,SKU_022168,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,Локал.,21.39,22.88
РЦ Самара (а),РЦ ПД Киров,653409,SKU_027135,Основной склад,ФД,ТРЦ,ТРЦ,Нет,-,-,0.99,1.06
РЦ Самара (а),РЦ ПД Киров,427121,SKU_032840,Основной склад,МД,МП,МП,Нет,-,-,0.15,0.17
РЦ Самара (а),РЦ ПД Тольятти,438372,SKU_001094,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,0.13,0.15
РЦ Самара (а),РЦ ПД Киров,752183,SKU_003983,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,11.06,12.94
РЦ Самара (а),РЦ ПД Зеленодольск,882301,SKU_021322,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,5.98,6.84
РЦ Самара (а),РЦ ПД Тольятти,983030,SKU_047128,Охлажденка,МИКС,ФРЦ,ПД,Да,-,-,0.66,0.8
РЦ Самара (а),РЦ ПД Пенза,253633,SKU_032218,Охлажденка,МИКС,ПД,МП,Да,-,-,0.47,0.59
РЦ Самара (а),РЦ ПД Тольятти,464687,SKU_039809,Основной склад,БФ,ПД,ПД,Нет,-,-,1.61,2.06
РЦ Самара (а),РЦ ПД Тольятти,398307,SKU_024774,Основной склад,МД,ТРЦ,ТРЦ,Нет,-,Регион.,1.92,1.94
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,753182,SKU_041008,Охлажденка,ФД,ПД,ПД,Нет,-,-,0.82,1.0
РЦ Самара (а),РЦ ПД Энгельс,573239,SKU_049769,Основной склад,МД,ПД,ПД,Нет,-,-,1.03,1.2
РЦ Самара (а),РЦ ПД Тольятти,501834,SKU_007007,Охлажденка,МД,ПД,ПД,Нет,-,-,0.36,0.45
РЦ Самара (а),РЦ ПД Киров,643495,SKU_034053,Основной склад,МК,Федеральный пулинг,Федеральный пулинг,Нет,-,-,6.08,7.89
РЦ Самара (а),РЦ ПД Энгельс,860396,SKU_046515,Основной склад,МК,ПД,ПД,Нет,-,-,24.91,27.85
РЦ Самара (а),РЦ ПД Пенза,631867,SKU_013322,Основной склад,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,28.09,33.26
РЦ Самара (а),РЦ ПД Киров,209053,SKU_043294,Заморозка,ТД,ПД,ПД,Нет,-,-,8.47,10.86
РЦ Самара (а),РЦ ПД Киров,967018,SKU_038779,Основной склад,МД,ПД,ПД,Нет,-,-,0.65,0.78
РЦ Самара (а),РЦ ПД Пенза,224054,SKU_026908,Охлажденка,ТД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.14,0.17
РЦ Подольск (а),РЦ ПД Подольск,763552,SKU_040806,Основной склад,МД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,1.21,1.49
РЦ Самара (а),РЦ ПД Тольятти,774648,SKU_025332,Охлажденка,ФД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,6.41,7.79
РЦ Самара (а),РЦ ПД Тольятти,183362,SKU_040870,Охлажденка,МД,ТРЦ,ПД,Нет,-,-,12.82,13.22
РЦ Самара (а),РЦ ПД Тольятти,432856,SKU_033437,Основной склад,ТД,ПД,ПД,Нет,-,-,1.76,2.44
РЦ Самара (а),РЦ ПД Тольятти,302178,SKU_033330,Основной склад,МД,МП,ПД,Нет,-,-,2.34,2.95
РЦ Самара (а),РЦ ПД Зеленодольск,549641,SKU_006341,Охлажденка,МД,ТРЦ,ТРЦ,Нет,-,-,0.26,0.36
РЦ Самара (а),РЦ ПД Пенза,955594,SKU_044209,Основной склад,МД,ФРЦ,ФРЦ,Нет,+,-,2.69,3.28
РЦ Самара (а),РЦ ПД Пенза,388428,SKU_001698,Основной склад,МД,ПД,ПД,Нет,-,-,0.81,1.06
РЦ Самара (а),РЦ ПД Пенза,240722,SKU_012227,Основной склад,МД,ПД,ПД,Нет,-,-,0.58,0.73
РЦ Ростов (а),РЦ ПД Краснодар,949775,SKU_025847,Охлажденка,БФ,ПД,ПД,Нет,-,-,7.36,7.56
РЦ Самара (а),РЦ ПД Киров,457767,SKU_046606,Заморозка,ТД,ТРЦ PBL,ТРЦ PBL,Да,-,-,20.71,24.92
РЦ Самара (а),РЦ ПД Пенза,332994,SKU_047118,Заморозка,МД,ПД,ПД,Да,-,-,2.68,2.9
РЦ Самара (а),РЦ ПД Зеленодольск,177966,SKU_004111,Основной склад,МИКС,МП,ФРЦ,Нет,-,-,0.35,0.48
РЦ Самара (а),РЦ ПД Зеленодольск,581778,SKU_013568,Основной склад,ФД,ФРЦ,ФРЦ,Нет,-,-,0.33,0.36
РЦ Самара (а),РЦ ПД Тольятти,440376,SKU_027192,Основной склад,МД,ФРЦ,ТРЦ,Нет,-,-,8.21,9.83
РЦ Самара (а),РЦ ПД Зеленодольск,256665,SKU_006381,Основной склад,БФ,ТРЦ,ТРЦ,Нет,-,-,1.51,1.86
РЦ Самара (а),РЦ ПД Зеленодольск,917761,SKU_007513,Основной склад,БФ,ПД,ПД,Нет,-,-,0.77,0.92
РЦ Самара (а),РЦ ПД Тольятти,790203,SKU_022124,Основной склад,ФД,ПД,ПД,Нет,+,-,1.17,1.63
РЦ Самара (а),РЦ ПД Зеленодольск,228808,SKU_023459,Основной склад,МД,ПД,ПД,Нет,-,-,6.61,8.88
РЦ Самара (а),РЦ ПД Тольятти,330411,SKU_032905,Основной склад,МИКС,ТРЦ PBL,ПД,Нет,-,-,3.18,3.83
РЦ Самара (а),РЦ ПД Киров,863219,SKU_013643,Основной склад,МК,ПД,ПД,Нет,-,-,7.54,7.96
РЦ Самара (а),РЦ ПД Энгельс,972088,SKU_024483,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,0.42,0.57
РЦ Самара (а),РЦ ПД Энгельс,234607,SKU_015353,Охлажденка,МД,ПД,ПД,Нет,-,-,3.89,5.43
РЦ Самара (а),РЦ ПД Пенза,962364,SKU_041295,Основной склад,МД,ТРЦ,ТРЦ,Нет,-,-,2.79,3.4
РЦ Самара (а),РЦ ПД Тольятти,715318,SKU_005693,Охлажденка,МД,ПД,Федеральный пулинг,Нет,-,-,0.08,0.09
РЦ Самара (а),РЦ ПД Тольятти,883059,SKU_001948,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.12,0.12
РЦ Самара (а),РЦ ПД Зеленодольск,343223,SKU_032627,Основной склад,ФД,ТРЦ,ТРЦ,Нет,-,-,6.43,7.43
РЦ Самара (а),РЦ ПД Зеленодольск,480805,SKU_034390,5-я камера,БФ,Федеральный пулинг,Федеральный пулинг,Нет,-,-,2.52,2.93
РЦ Самара (а),РЦ ПД Зеленодольск,632030,SKU_019404,5-я камера,МД,ПД,ФРЦ,Нет,-,-,12.13,15.77
РЦ Самара (а),РЦ ПД Киров,288808,SKU_038614,Заморозка,МД,ТРЦ,ТРЦ,Нет,-,-,3.5,4.77
РЦ Самара (а),РЦ ПД Зеленодольск,720829,SKU_027900,Охлажденка,МД,ПД,ПД,Нет,-,-,2.7,3.17
РЦ Самара (а),РЦ ПД Тольятти,589835,SKU_016183,Основной склад,МИКС,МП,МП,Нет,-,Регион.,3.01,4.07
РЦ Самара (а),РЦ ПД Зеленодольск,569709,SKU_042419,Заморозка,МК,ФРЦ,ФРЦ,Да,-,-,0.07,0.09
РЦ Самара (а),РЦ ПД Тольятти,418421,SKU_043692,Охлажденка,ФД,ФРЦ,ФРЦ,Да,-,-,5.74,6.95
РЦ Самара (а),РЦ ПД Киров,269909,SKU_046367,Основной склад,МК,ФРЦ,ФРЦ,Нет,-,-,0.73,0.89
РЦ Самара (а),РЦ ПД Пенза,451264,SKU_047879,Охлажденка,МК,ПД,ПД,Нет,-,-,5.32,5.53
РЦ Самара (а),РЦ ПД Тольятти,413285,SKU_043617,Заморозка,ФД,ФРЦ,ФРЦ,Да,-,-,2.07,2.85
РЦ Самара (а),РЦ ПД Тольятти,134220,SKU_022237,Основной склад,МД,ПД,ПД,Да,-,-,15.83,18.59
РЦ Самара (а),РЦ ПД Киров,108981,SKU_039937,Основной склад,МД,ТРЦ,ПД,Нет,-,-,0.73,1.01
РЦ Самара (а),РЦ ПД Киров,312410,SKU_037625,Пресервы,МК,ПД,ПД,Нет,-,-,11.87,13.87
РЦ Самара (а),РЦ ПД Пенза,933095,SKU_008555,5-я камера,МИКС,ТРЦ PBL,ТРЦ PBL,Нет,-,-,8.18,11.04
РЦ Самара (а),РЦ ПД Зеленодольск,311907,SKU_025134,Пресервы,ФД,ПД,ПД,Нет,-,-,7.76,10.59
РЦ Ростов (а),РЦ ПД Ростов,781026,SKU_016696,Основной склад,МИКС,Федеральный пулинг,Федеральный пулинг,Нет,+,-,1.03,1.37
РЦ Самара (а),РЦ ПД Киров,280230,SKU_037539,Основной склад,ТД,ПД,ПД,Нет,-,-,10.83,14.78
РЦ Самара (а),РЦ ПД Зеленодольск,432818,SKU_021708,Заморозка,МД,ПД,ПД,Нет,+,-,16.48,21.19
РЦ Самара (а),РЦ ПД Пенза,286987,SKU_026507,Основной склад,МИКС,МП,МП,Нет,-,-,1.63,2.12
РЦ Самара (а),РЦ ПД Тольятти,714186,SKU_005900,Основной склад,БФ,ПД,ТРЦ PBL,Нет,-,-,1.07,1.35
РЦ Самара (а),РЦ ПД Киров,958175,SKU_011957,Заморозка,ФД,ТРЦ,ТРЦ,Нет,-,-,0.25,0.25
РЦ Самара (а),РЦ ПД Киров,264858,SKU_013911,Охлажденка,ФД,ФРЦ,ФРЦ,Нет,-,-,0.73,1.0
РЦ Самара (а),РЦ ПД Пенза,725609,SKU_001152,Охлажденка,ФД,ПД,ПД,Нет,-,-,0.26,0.32
РЦ Самара (а),РЦ ПД Киров,291838,SKU_009582,Основной склад,ТД,ПД,ПД,Нет,-,-,4.09,4.5
РЦ Самара (а),РЦ ПД Зеленодольск,533094,SKU_008431,Основной склад,ФД,ФРЦ,ФРЦ,Нет,-,-,93.26,99.8
РЦ Самара (а),РЦ ПД Энгельс,611535,SKU_032085,Основной склад,БФ,ТРЦ,ПД,Да,-,-,2.43,3.11
РЦ Самара (а),РЦ ПД Зеленодольск,310881,SKU_018096,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,12.63,17.14
РЦ Самара (а),РЦ ПД Зеленодольск,216926,SKU_015700,Основной склад,ТД,ТРЦ,ТРЦ,Нет,-,-,2.77,3.73
РЦ Самара (а),РЦ ПД Тольятти,336563,SKU_023126,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,-,1.81,1.87
РЦ Самара (а),РЦ ПД Пенза,586103,SKU_008319,Заморозка,БФ,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.48,0.59
РЦ Самара (а),РЦ ПД Тольятти,371965,SKU_031386,Основной склад,ТД,ПД,ПД,Да,-,-,3.64,3.75
РЦ Самара (а),РЦ ПД Киров,155505,SKU_037710,Охлажденка,МД,ПД,ПД,Нет,+,-,2.29,2.99
РЦ Подольск (а),РЦ ПД Подольск,587923,SKU_007403,Охлажденка,МК,ПД,ПД,Нет,-,-,1.49,1.66
РЦ Самара (а),РЦ ПД Тольятти,570180,SKU_045810,Охлажденка,МД,ПД,ПД,Нет,-,-,0.97,1.29
РЦ Самара (а),РЦ ПД Тольятти,956309,SKU_012101,Заморозка,МК,ПД,ПД,Нет,-,-,1.89,2.26
РЦ Самара (а),РЦ ПД Зеленодольск,438113,SKU_049057,Основной склад,МД,ТРЦ,ПД,Нет,-,-,0.08,0.11
РЦ Самара (а),РЦ ПД Тольятти,253389,SKU_042868,Основной склад,МИКС,ТРЦ,ТРЦ,Нет,-,-,4.02,5.53
РЦ Самара (а),РЦ ПД Киров,472033,SKU_041938,Основной склад,МИКС,ПД,ПД,Нет,-,Локал.,0.04,0.05
РЦ Самара (а),РЦ ПД Зеленодольск,927341,SKU_047520,Основной склад,МИКС,ПД,ПД,Нет,-,-,21.92,26.58
РЦ Самара (а),РЦ ПД Энгельс,606684,SKU_022276,Охлажденка,МД,ПД,ПД,Нет,-,-,7.97,8.51
РЦ Самара (а),РЦ ПД Киров,673329,SKU_009618,Основной склад,МД,ПД,ПД,Нет,-,-,11.07,12.03
РЦ Самара (а),РЦ ПД Киров,636814,SKU_031408,Пресервы,МК,МП,МП,Нет,-,-,2.17,2.38
РЦ Самара (а),РЦ ПД Тольятти,588948,SKU_021253,Заморозка,МК,ПД,ПД,Нет,-,-,6.72,8.66
РЦ Самара (а),РЦ ПД Пенза,864045,SKU_038286,Основной склад,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,0.83,1.04
РЦ Подольск (а),РЦ ПД Подольск,473024,SKU_006414,Пресервы,МК,ТРЦ,ТРЦ,Нет,-,-,2.44,3.23
РЦ Самара (а),РЦ ПД Тольятти,206348,SKU_041448,Охлажденка,МД,ПД,ПД,Нет,-,Регион.,0.85,0.88
РЦ Самара (а),РЦ ПД Зеленодольск,895362,SKU_026210,Основной склад,МД,ПД,ПД,Нет,-,-,0.82,1.09
РЦ Самара (а),РЦ ПД Пенза,481129,SKU_035770,Основной склад,МД,ПД,ПД,Нет,-,-,0.82,1.0
РЦ Самара (а),РЦ ПД Тольятти,745834,SKU_034840,Охлажденка,БФ,ФРЦ,ФРЦ,Нет,-,-,1.96,2.02
РЦ Самара (а),РЦ ПД Энгельс,132539,SKU_049129,5-я камера,БФ,ФРЦ,ПД,Нет,-,-,1.84,2.57
РЦ Самара (а),РЦ ПД Энгельс,313801,SKU_010798,Основной склад,МД,ПД,ПД,Нет,-,-,18.65,21.95
РЦ Самара (а),РЦ ПД Тольятти,555444,SKU_011902,Основной склад,МД,ПД,ПД,Нет,-,-,0.35,0.44
РЦ Самара (а),РЦ ПД Зеленодольск,293864,SKU_028148,5-я камера,МИКС,ПД,ПД,Нет,-,-,0.61,0.8
РЦ Подольск (а),РЦ ПД Подольск,151015,SKU_049420,Заморозка,МД,ПД,ПД,Нет,-,-,1.12,1.51
РЦ Самара (а),РЦ ПД Энгельс,385219,SKU_024633,Основной склад,МД,ПД,ПД,Нет,-,-,0.87,1.0
РЦ Самара (а),РЦ ПД Пенза,121835,SKU_024633,Заморозка,МК,ПД,ФРЦ,Нет,-,-,0.59,0.62
РЦ Самара (а),РЦ ПД Пенза,531019,SKU_025118,Заморозка,МК,ПД,ПД,Нет,-,-,0.28,0.33
РЦ Самара (а),РЦ ПД Тольятти,171264,SKU_041837,Основной склад,МД,ФРЦ,ПД,Нет,-,-,1.9,2.13
РЦ Самара (а),РЦ ПД Тольятти,909474,SKU_032817,Основной склад,БФ,ПД,ПД,Нет,-,-,0.06,0.06
РЦ Самара (а),РЦ ПД Киров,409221,SKU_000413,Пресервы,БФ,ФРЦ,ПД,Нет,-,-,2.8,3.39
РЦ Самара (а),РЦ ПД Киров,736728,SKU_036452,Охлажденка,МД,МП,МП,Нет,+,-,1.55,2.13
РЦ Ростов (а),РЦ ПД Ростов,374696,SKU_012361,Основной склад,МД,ПД,ПД,Нет,-,-,2.69,3.68
РЦ Самара (а),РЦ ПД Тольятти,513024,SKU_000430,Основной склад,МД,ПД,ПД,Да,-,-,0.32,0.35
РЦ Самара (а),РЦ ПД Киров,157883,SKU_011420,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.38,0.43
